"Step","SimpleQMIX_CNN_baseline_blox_schedule__20241212_203031 - lr","SimpleQMIX_CNN_baseline_blox_schedule__20241212_203031 - lr__MIN","SimpleQMIX_CNN_baseline_blox_schedule__20241212_203031 - lr__MAX"
"9133","0.0000015258350092288991","0.0000015258350092288991","0.0000015258350092288991"
"9229","0.0000015182058341827547","0.0000015182058341827547","0.0000015182058341827547"
"9338","0.000001510614805011841","0.000001510614805011841","0.000001510614805011841"
"9431","0.0000015030617309867817","0.0000015030617309867817","0.0000015030617309867817"
"9523","0.0000014955464223318478","0.0000014955464223318478","0.0000014955464223318478"
"9692","0.0000014880686902201885","0.0000014880686902201885","0.0000014880686902201885"
"9800","0.0000014806283467690875","0.0000014806283467690875","0.0000014806283467690875"
"10003","0.000001473225205035242","0.000001473225205035242","0.000001473225205035242"
"10096","0.0000014658590790100658","0.0000014658590790100658","0.0000014658590790100658"
"10194","0.0000014585297836150154","0.0000014585297836150154","0.0000014585297836150154"
"10286","0.0000014512371346969404","0.0000014512371346969404","0.0000014512371346969404"
"10388","0.0000014439809490234557","0.0000014439809490234557","0.0000014439809490234557"
"10490","0.0000014367610442783385","0.0000014367610442783385","0.0000014367610442783385"
"10588","0.0000014295772390569468","0.0000014295772390569468","0.0000014295772390569468"
"10734","0.0000014224293528616622","0.0000014224293528616622","0.0000014224293528616622"
"10840","0.000001415317206097354","0.000001415317206097354","0.000001415317206097354"
"10932","0.0000014082406200668672","0.0000014082406200668672","0.0000014082406200668672"
"11036","0.0000014011994169665328","0.0000014011994169665328","0.0000014011994169665328"
"11124","0.0000013941934198817002","0.0000013941934198817002","0.0000013941934198817002"
"11269","0.0000013872224527822916","0.0000013872224527822916","0.0000013872224527822916"
"11468","0.00000138028634051838","0.00000138028634051838","0.00000138028634051838"
"11558","0.0000013733849088157882","0.0000013733849088157882","0.0000013733849088157882"
"11649","0.0000013665179842717093","0.0000013665179842717093","0.0000013665179842717093"
"11887","0.0000013596853943503507","0.0000013596853943503507","0.0000013596853943503507"
"11987","0.000001352886967378599","0.000001352886967378599","0.000001352886967378599"
"12091","0.000001346122532541706","0.000001346122532541706","0.000001346122532541706"
"12398","0.0000013393919198789975","0.0000013393919198789975","0.0000013393919198789975"
"12498","0.0000013326949602796025","0.0000013326949602796025","0.0000013326949602796025"
