"Step","SimpleQMIX_everything_varying_blox_gamma0.995_lr0.0001_hidden64_target20__20241215_152817 - blue_player2_reward","SimpleQMIX_everything_varying_blox_gamma0.995_lr0.0001_hidden64_target20__20241215_152817 - blue_player2_reward__MIN","SimpleQMIX_everything_varying_blox_gamma0.995_lr0.0001_hidden64_target20__20241215_152817 - blue_player2_reward__MAX"
"11158","-10.439999999999985","-10.439999999999985","-10.439999999999985"
"11465","-5.820000000000004","-5.820000000000004","-5.820000000000004"
"11772","-8.789999999999996","-8.789999999999996","-8.789999999999996"
"12079","-30.130000000000067","-30.130000000000067","-30.130000000000067"
"12386","-21.809999999999974","-21.809999999999974","-21.809999999999974"
"12693","-30.229999999999997","-30.229999999999997","-30.229999999999997"
"12894","-24.560000000000024","-24.560000000000024","-24.560000000000024"
"13201","-29.87999999999999","-29.87999999999999","-29.87999999999999"
"13508","-29.75000000000004","-29.75000000000004","-29.75000000000004"
"13815","-20.58000000000003","-20.58000000000003","-20.58000000000003"
"13936","-13.760000000000005","-13.760000000000005","-13.760000000000005"
"14243","-18.41000000000002","-18.41000000000002","-18.41000000000002"
"14550","-17.520000000000024","-17.520000000000024","-17.520000000000024"
"14857","-19.160000000000007","-19.160000000000007","-19.160000000000007"
"15164","-22.929999999999954","-22.929999999999954","-22.929999999999954"
"15471","-16.420000000000066","-16.420000000000066","-16.420000000000066"
"15778","-18.350000000000048","-18.350000000000048","-18.350000000000048"
"16085","-31.289999999999996","-31.289999999999996","-31.289999999999996"
"16392","-16.72000000000005","-16.72000000000005","-16.72000000000005"
"16699","-16.520000000000067","-16.520000000000067","-16.520000000000067"
"16860","-18.710000000000036","-18.710000000000036","-18.710000000000036"
"17167","-19.08000000000005","-19.08000000000005","-19.08000000000005"
"17474","-21.710000000000004","-21.710000000000004","-21.710000000000004"
"17781","-13.820000000000022","-13.820000000000022","-13.820000000000022"
"18088","-17.250000000000057","-17.250000000000057","-17.250000000000057"
"18395","-9.390000000000025","-9.390000000000025","-9.390000000000025"
"18702","-10.590000000000037","-10.590000000000037","-10.590000000000037"
"19009","-6.539999999999999","-6.539999999999999","-6.539999999999999"
"19316","-12.030000000000065","-12.030000000000065","-12.030000000000065"
"19623","-10.140000000000043","-10.140000000000043","-10.140000000000043"
"19721","-9.190000000000001","-9.190000000000001","-9.190000000000001"
"19809","-8.270000000000003","-8.270000000000003","-8.270000000000003"
"20116","-9.160000000000009","-9.160000000000009","-9.160000000000009"
"20208","-8.71","-8.71","-8.71"
"20515","-12.55000000000004","-12.55000000000004","-12.55000000000004"
"20822","-13.72000000000006","-13.72000000000006","-13.72000000000006"
"21129","-9.420000000000023","-9.420000000000023","-9.420000000000023"
"21235","-9.450000000000003","-9.450000000000003","-9.450000000000003"
"21362","-11.249999999999993","-11.249999999999993","-11.249999999999993"
"21669","-11.930000000000046","-11.930000000000046","-11.930000000000046"
"21765","-8.810000000000002","-8.810000000000002","-8.810000000000002"
"22072","-11.430000000000044","-11.430000000000044","-11.430000000000044"
"22379","-14.790000000000092","-14.790000000000092","-14.790000000000092"
"22686","-12.980000000000102","-12.980000000000102","-12.980000000000102"
"22993","-15.050000000000097","-15.050000000000097","-15.050000000000097"
"23300","-18.820000000000025","-18.820000000000025","-18.820000000000025"
"23607","-16.60000000000006","-16.60000000000006","-16.60000000000006"
"23914","-20.820000000000043","-20.820000000000043","-20.820000000000043"
"24221","-8.359999999999987","-8.359999999999987","-8.359999999999987"
"24528","-14.1300000000001","-14.1300000000001","-14.1300000000001"
"24835","-12.660000000000025","-12.660000000000025","-12.660000000000025"
"25142","-13.450000000000047","-13.450000000000047","-13.450000000000047"
"25449","-15.440000000000113","-15.440000000000113","-15.440000000000113"
"25756","-7.829999999999985","-7.829999999999985","-7.829999999999985"
"26063","-12.11000000000003","-12.11000000000003","-12.11000000000003"
"26370","-11.480000000000055","-11.480000000000055","-11.480000000000055"
"26677","-8.169999999999993","-8.169999999999993","-8.169999999999993"
"26984","-14.680000000000096","-14.680000000000096","-14.680000000000096"
"27086","-11.389999999999997","-11.389999999999997","-11.389999999999997"
"27393","-10.200000000000022","-10.200000000000022","-10.200000000000022"
"27700","-12.89000000000006","-12.89000000000006","-12.89000000000006"
"28007","-14.680000000000073","-14.680000000000073","-14.680000000000073"
"28314","-13.30000000000007","-13.30000000000007","-13.30000000000007"
