"Step","SimpleQMIX_CNN_baseline_blox_later_exploration__20241212_181527 - blue_player1_reward","SimpleQMIX_CNN_baseline_blox_later_exploration__20241212_181527 - blue_player1_reward__MIN","SimpleQMIX_CNN_baseline_blox_later_exploration__20241212_181527 - blue_player1_reward__MAX"
"8638","2.3200000000000007","2.3200000000000007","2.3200000000000007"
"8729","0.8700000000000006","0.8700000000000006","0.8700000000000006"
"8983","6.01999999999997","6.01999999999997","6.01999999999997"
"9180","3.7899999999999934","3.7899999999999934","3.7899999999999934"
"9277","1.1600000000000001","1.1600000000000001","1.1600000000000001"
"9378","2.6999999999999997","2.6999999999999997","2.6999999999999997"
"9467","2.13","2.13","2.13"
"9773","10.099999999999953","10.099999999999953","10.099999999999953"
"9876","2.1300000000000012","2.1300000000000012","2.1300000000000012"
"9976","1.2100000000000006","1.2100000000000006","1.2100000000000006"
"10075","1.2600000000000007","1.2600000000000007","1.2600000000000007"
"10166","2.0700000000000007","2.0700000000000007","2.0700000000000007"
"10265","1.0100000000000007","1.0100000000000007","1.0100000000000007"
"10446","5.5699999999999905","5.5699999999999905","5.5699999999999905"
"10531","1.2200000000000006","1.2200000000000006","1.2200000000000006"
"10837","11.519999999999937","11.519999999999937","11.519999999999937"
"11143","11.159999999999938","11.159999999999938","11.159999999999938"
"11261","3.289999999999991","3.289999999999991","3.289999999999991"
"11354","1.0300000000000007","1.0300000000000007","1.0300000000000007"
"11590","6.99999999999996","6.99999999999996","6.99999999999996"
"11760","6.159999999999974","6.159999999999974","6.159999999999974"
"11922","3.749999999999994","3.749999999999994","3.749999999999994"
"12019","1.670000000000001","1.670000000000001","1.670000000000001"
"12194","4.419999999999993","4.419999999999993","4.419999999999993"
"12299","1.2000000000000004","1.2000000000000004","1.2000000000000004"
"12436","4.089999999999992","4.089999999999992","4.089999999999992"
"12537","1.6000000000000003","1.6000000000000003","1.6000000000000003"
"12624","2.9399999999999964","2.9399999999999964","2.9399999999999964"
"12723","2.6500000000000004","2.6500000000000004","2.6500000000000004"
"12812","1.990000000000001","1.990000000000001","1.990000000000001"
"12934","1.4800000000000009","1.4800000000000009","1.4800000000000009"
"13033","1.870000000000001","1.870000000000001","1.870000000000001"
"13186","3.609999999999995","3.609999999999995","3.609999999999995"
"13283","2.0599999999999987","2.0599999999999987","2.0599999999999987"
"13589","8.529999999999948","8.529999999999948","8.529999999999948"
"13895","8.659999999999956","8.659999999999956","8.659999999999956"
"14000","2.3900000000000015","2.3900000000000015","2.3900000000000015"
"14087","1.0200000000000005","1.0200000000000005","1.0200000000000005"
"14189","1.7000000000000006","1.7000000000000006","1.7000000000000006"
"14281","1.830000000000001","1.830000000000001","1.830000000000001"
"14372","1.8900000000000008","1.8900000000000008","1.8900000000000008"
