"Step","SimpleQMIX_CNN_baseline_blox_basic__20241211_153139 - blue_player1_reward","SimpleQMIX_CNN_baseline_blox_basic__20241211_153139 - blue_player1_reward__MIN","SimpleQMIX_CNN_baseline_blox_basic__20241211_153139 - blue_player1_reward__MAX"
"5306","1.4300000000000004","1.4300000000000004","1.4300000000000004"
"5461","3.479999999999992","3.479999999999992","3.479999999999992"
"5558","1.4800000000000002","1.4800000000000002","1.4800000000000002"
"5663","1.3700000000000006","1.3700000000000006","1.3700000000000006"
"5751","12.039999999999996","12.039999999999996","12.039999999999996"
"5904","3.569999999999995","3.569999999999995","3.569999999999995"
"5994","0.7800000000000005","0.7800000000000005","0.7800000000000005"
"6084","1.4600000000000006","1.4600000000000006","1.4600000000000006"
"6175","1.1000000000000005","1.1000000000000005","1.1000000000000005"
"6276","2.099999999999999","2.099999999999999","2.099999999999999"
"6442","3.9399999999999937","3.9399999999999937","3.9399999999999937"
"6543","1.600000000000001","1.600000000000001","1.600000000000001"
"6646","1.7200000000000009","1.7200000000000009","1.7200000000000009"
"6903","5.599999999999977","5.599999999999977","5.599999999999977"
"7004","1.0800000000000007","1.0800000000000007","1.0800000000000007"
"7109","1.5200000000000007","1.5200000000000007","1.5200000000000007"
"7210","1.8200000000000005","1.8200000000000005","1.8200000000000005"
"7309","1.4800000000000004","1.4800000000000004","1.4800000000000004"
"7412","1.910000000000001","1.910000000000001","1.910000000000001"
"7529","3.0699999999999976","3.0699999999999976","3.0699999999999976"
"7632","1.0600000000000007","1.0600000000000007","1.0600000000000007"
"7938","8.769999999999966","8.769999999999966","8.769999999999966"
"8041","1.5400000000000005","1.5400000000000005","1.5400000000000005"
"8146","1.6700000000000013","1.6700000000000013","1.6700000000000013"
"8284","2.9799999999999964","2.9799999999999964","2.9799999999999964"
"8389","1.740000000000001","1.740000000000001","1.740000000000001"
"8484","1.920000000000001","1.920000000000001","1.920000000000001"
"8575","1.2800000000000005","1.2800000000000005","1.2800000000000005"
"8881","8.509999999999966","8.509999999999966","8.509999999999966"
"9058","4.989999999999983","4.989999999999983","4.989999999999983"
"9239","3.4199999999999915","3.4199999999999915","3.4199999999999915"
"9326","0.8600000000000005","0.8600000000000005","0.8600000000000005"
"9632","6.989999999999967","6.989999999999967","6.989999999999967"
"9825","4.609999999999986","4.609999999999986","4.609999999999986"
"10131","7.06999999999997","7.06999999999997","7.06999999999997"
"10284","3.0499999999999954","3.0499999999999954","3.0499999999999954"
"10381","1.3400000000000005","1.3400000000000005","1.3400000000000005"
"10687","11.059999999999965","11.059999999999965","11.059999999999965"
"10849","4.419999999999985","4.419999999999985","4.419999999999985"
"10956","2.080000000000001","2.080000000000001","2.080000000000001"
"11046","1.2900000000000007","1.2900000000000007","1.2900000000000007"
"11151","1.7000000000000008","1.7000000000000008","1.7000000000000008"
"11239","1.3600000000000005","1.3600000000000005","1.3600000000000005"
"11336","1.8500000000000008","1.8500000000000008","1.8500000000000008"
"11426","2.270000000000001","2.270000000000001","2.270000000000001"
"11533","1.650000000000001","1.650000000000001","1.650000000000001"
"11619","1.510000000000001","1.510000000000001","1.510000000000001"
"11718","1.2500000000000007","1.2500000000000007","1.2500000000000007"
"12024","9.219999999999953","9.219999999999953","9.219999999999953"
"12129","1.8400000000000007","1.8400000000000007","1.8400000000000007"
"12220","2.169999999999999","2.169999999999999","2.169999999999999"
"12526","11.279999999999953","11.279999999999953","11.279999999999953"
"12832","10.139999999999963","10.139999999999963","10.139999999999963"
"12920","1.4000000000000006","1.4000000000000006","1.4000000000000006"
