"Step","SimpleQMIX_CNN_random_blox_later_exploration__20241212_162015 - blue_player1_reward","SimpleQMIX_CNN_random_blox_later_exploration__20241212_162015 - blue_player1_reward__MIN","SimpleQMIX_CNN_random_blox_later_exploration__20241212_162015 - blue_player1_reward__MAX"
"85919","11.199999999999973","11.199999999999973","11.199999999999973"
"86225","13.519999999999973","13.519999999999973","13.519999999999973"
"86531","23.0500000000001","23.0500000000001","23.0500000000001"
"86837","17.439999999999962","17.439999999999962","17.439999999999962"
"87143","25.7600000000001","25.7600000000001","25.7600000000001"
"87449","4.459999999999988","4.459999999999988","4.459999999999988"
"87755","2.9599999999999915","2.9599999999999915","2.9599999999999915"
"88061","5.62999999999998","5.62999999999998","5.62999999999998"
"88367","4.629999999999992","4.629999999999992","4.629999999999992"
"88673","16.229999999999997","16.229999999999997","16.229999999999997"
"88979","23.950000000000003","23.950000000000003","23.950000000000003"
"89285","31.950000000000028","31.950000000000028","31.950000000000028"
"89591","41.43999999999997","41.43999999999997","41.43999999999997"
"89897","32.540000000000035","32.540000000000035","32.540000000000035"
"90203","17.290000000000013","17.290000000000013","17.290000000000013"
"90509","4.44999999999999","4.44999999999999","4.44999999999999"
"90815","10.549999999999944","10.549999999999944","10.549999999999944"
"91121","24.349999999999973","24.349999999999973","24.349999999999973"
"91427","24.810000000000063","24.810000000000063","24.810000000000063"
"91733","21.76999999999999","21.76999999999999","21.76999999999999"
"92039","13.309999999999977","13.309999999999977","13.309999999999977"
"92345","3.5599999999999867","3.5599999999999867","3.5599999999999867"
