"Step","SimpleQMIX_everything_later_blox_gamma0.995_lr0.0001_hidden128_target10__20241215_172813 - blue_player1_reward","SimpleQMIX_everything_later_blox_gamma0.995_lr0.0001_hidden128_target10__20241215_172813 - blue_player1_reward__MIN","SimpleQMIX_everything_later_blox_gamma0.995_lr0.0001_hidden128_target10__20241215_172813 - blue_player1_reward__MAX"
"21416","-32.409999999999975","-32.409999999999975","-32.409999999999975"
"21722","-31.169999999999966","-31.169999999999966","-31.169999999999966"
"22028","-15.199999999999985","-15.199999999999985","-15.199999999999985"
"22334","-28.780000000000044","-28.780000000000044","-28.780000000000044"
"22640","-28.869999999999983","-28.869999999999983","-28.869999999999983"
"22946","-30.45999999999999","-30.45999999999999","-30.45999999999999"
"23252","-23.539999999999974","-23.539999999999974","-23.539999999999974"
"23558","-16.760000000000026","-16.760000000000026","-16.760000000000026"
"23864","-23.610000000000014","-23.610000000000014","-23.610000000000014"
"24170","-10.410000000000064","-10.410000000000064","-10.410000000000064"
"24476","-19.68000000000001","-19.68000000000001","-19.68000000000001"
"24782","5.739999999999951","5.739999999999951","5.739999999999951"
"25088","-18.330000000000037","-18.330000000000037","-18.330000000000037"
"25394","7.869999999999996","7.869999999999996","7.869999999999996"
"25700","-16.14999999999998","-16.14999999999998","-16.14999999999998"
"26006","12.949999999999976","12.949999999999976","12.949999999999976"
"26312","-18.899999999999988","-18.899999999999988","-18.899999999999988"
"26618","-33.48000000000006","-33.48000000000006","-33.48000000000006"
"26924","-33.07000000000006","-33.07000000000006","-33.07000000000006"
"27230","34.55000000000029","34.55000000000029","34.55000000000029"
"27536","26.930000000000028","26.930000000000028","26.930000000000028"
"27842","-7.359999999999979","-7.359999999999979","-7.359999999999979"
"28148","-10.800000000000004","-10.800000000000004","-10.800000000000004"
"28454","13.019999999999996","13.019999999999996","13.019999999999996"
"28760","11.320000000000004","11.320000000000004","11.320000000000004"
"29066","15.309999999999981","15.309999999999981","15.309999999999981"
"29372","25.790000000000035","25.790000000000035","25.790000000000035"
"29678","23.690000000000055","23.690000000000055","23.690000000000055"
"29984","-7.509999999999992","-7.509999999999992","-7.509999999999992"
"30290","7.729999999999966","7.729999999999966","7.729999999999966"
"30596","7.349999999999983","7.349999999999983","7.349999999999983"
